id,code,title_ko,COMM,RESP,PROB,GROW,STRE,ADAP,representative_job
403,8122,선박 정비원,3,3,3,3,3,3,기타전문직
404,8123,철도 기관차 및 전동차 정비원,3,3,3,3,3,3,기타전문직
405,8124,자동차 정비원,3,3,3,3,3,3,기타전문직
406,8129,기타 운송장비 정비원,3,3,3,3,3,3,기타전문직
407,813,금형원 및 공작기계 조작원,3,3,3,3,3,3,기계 엔지니어
408,8131,금형원,3,3,3,3,3,3,기타전문직
409,8132,금속 공작기계 조작원,3,3,3,3,3,3,기계 엔지니어
410,814,냉·난방 설비 조작원,3,3,3,3,3,3,기타전문직
411,8140,냉·난방 관련 설비 조작원,3,3,3,3,3,3,기타전문직
412,815,자동조립라인·산업용로봇,3,3,3,3,3,3,기타전문직
413,8150,자동조립라인 및 산업용로봇,3,3,3,3,3,3,기타전문직
414,816,기계 조립원,3,3,3,3,3,3,기계 엔지니어
415,8161,일반기계 조립원,3,3,3,3,3,3,기계 엔지니어
416,8162,기계 부품 조립원,3,3,3,3,3,3,기계 엔지니어
417,817,운송장비 조립원,3,3,3,3,3,3,기타전문직
418,8171,자동차 조립원,3,3,3,3,3,3,기타전문직
419,8172,자동차 부품 조립원,3,3,3,3,3,3,기타전문직
420,8173,운송장비 조립원,3,3,3,3,3,3,기타전문직
421,82,금속·재료 설치·정비·생산직,3,3,3,3,3,3,공정/생산 엔지니어
422,821,금속관련 기계·설비 조작원,3,3,3,3,3,3,기계 엔지니어
423,8211,금속가공 관련 제어 장치,3,3,3,3,3,3,기타전문직
424,8212,금속가공 기계 조작원,3,3,3,3,3,3,기계 엔지니어
425,822,판금원 및 제관원,3,3,3,3,3,3,기타전문직
426,8221,판금원,3,3,3,3,3,3,기타전문직
427,8222,판금기 조작원,3,3,3,3,3,3,기타전문직
428,8223,제관원,3,3,3,3,3,3,기타전문직
429,8224,제관기 조작원,3,3,3,3,3,3,기타전문직
430,823,단조원 및 주조원,3,3,3,3,3,3,기타전문직
431,8231,단조원,3,3,3,3,3,3,기타전문직
432,8232,단조기 조작원,3,3,3,3,3,3,기타전문직
433,8233,주조원,3,3,3,3,3,3,기타전문직
434,8234,주조기 조작원,3,3,3,3,3,3,기타전문직
435,824,용접원 및 용접기 조작원,3,3,3,3,3,3,기타전문직
436,8241,용접원,3,3,3,3,3,3,기타전문직
437,8242,용접기 조작원,3,3,3,3,3,3,기타전문직
438,825,도장원 및 도금원,3,3,3,3,3,3,기타전문직
439,8251,도장기 조작원,3,3,3,3,3,3,기타전문직
440,8252,도금 및 금속 분무기 조작원,3,3,3,3,3,3,기타전문직
441,826,비금속제품 생산기계 조작원,3,3,3,3,3,3,기계 엔지니어
442,8261,유리 제조 및 가공기 조작원,3,3,3,3,3,3,제조·품질관리(QC/QA)
443,8262,점토제품 생산기 조작원,3,3,3,3,3,3,공정/생산 엔지니어
444,8263,시멘트 및 광물제품 제조기,3,3,3,3,3,3,제조·품질관리(QC/QA)
445,8264,광석 및 석제품 가공기 조작원,3,3,3,3,3,3,기타전문직
446,8269,기타 비금속제품 관련 생산기,3,3,3,3,3,3,공정/생산 엔지니어
447,83,전기·전자 설치·정비·생산직,3,3,3,3,3,3,전기/전자 엔지니어
448,831,전기공,3,3,3,3,3,3,전기/전자 엔지니어
449,8311,산업 전기공,3,3,3,3,3,3,전기/전자 엔지니어
450,8312,내선 전기공,3,3,3,3,3,3,전기/전자 엔지니어
451,8313,외선 전기공,3,3,3,3,3,3,전기/전자 엔지니어
452,832,전기·전자 기기 설치·수리원,3,3,3,3,3,3,전기/전자 엔지니어
453,8321,사무용 전자기기 설치 및,3,3,3,3,3,3,전기/전자 엔지니어
454,8322,가전제품 설치 및 수리원,3,3,3,3,3,3,기타전문직
455,8329,기타 전기·전자기기 설치 및,3,3,3,3,3,3,전기/전자 엔지니어
456,833,발전·배전 장치 조작원,3,3,3,3,3,3,기타전문직
457,8330,발전 및 배전 장치 조작원,3,3,3,3,3,3,기타전문직
458,834,전기·전자 설비 조작원,3,3,3,3,3,3,전기/전자 엔지니어
459,8340,전기 및 전자설비 조작원,3,3,3,3,3,3,전기/전자 엔지니어
460,835,전기·전자 부품·제품,3,3,3,3,3,3,전기/전자 엔지니어
461,8351,전기 부품 및 제품 제조 기계,3,3,3,3,3,3,기계 엔지니어
462,8352,일차전지 및 이차전지 제조,3,3,3,3,3,3,제조·품질관리(QC/QA)
463,8353,전자 부품 및 제품 제조 기계,3,3,3,3,3,3,기계 엔지니어
464,836,전기·전자 부품·제품 조립원,3,3,3,3,3,3,전기/전자 엔지니어
465,8360,전기·전자 부품 및 제품,3,3,3,3,3,3,전기/전자 엔지니어
466,84,정보통신 설치·정비직,3,3,3,3,3,3,기타전문직
467,841,정보통신기기 설치·수리원,3,3,3,3,3,3,기타전문직
468,8411,컴퓨터 설치 및 수리원,3,3,3,3,3,3,기타전문직
469,8412,이동전화기 수리원,3,3,3,3,3,3,기타전문직
470,8419,기타 정보 통신기기 설치 및,3,3,3,3,3,3,기타전문직
471,842,방송·통신장비 설치·수리원,3,3,3,3,3,3,기타전문직
472,8421,방송 관련 장비 설치 및,3,3,3,3,3,3,기타전문직
473,8422,통신 관련 장비 설치 및,3,3,3,3,3,3,기타전문직
474,8423,방송·통신·인터넷 케이블,3,3,3,3,3,3,기타전문직
475,85,화학·환경 설치·정비·생산직,3,3,3,3,3,3,공정/생산 엔지니어
476,851,석유·화학물 가공장치 조작원,3,3,3,3,3,3,기타전문직
477,8511,석유 및 천연가스 제조 관련,3,3,3,3,3,3,제조·품질관리(QC/QA)
478,8512,화학물 가공 장치 조작원,3,3,3,3,3,3,기타전문직
479,8519,기타 석유 및 화학물 가공,3,3,3,3,3,3,기타전문직
480,852,고무·플라스틱 및 화학제품,3,3,3,3,3,3,기타전문직
481,8521,타이어 및 고무제품 생산기,3,3,3,3,3,3,공정/생산 엔지니어
482,8522,플라스틱제품 생산기 조작원,3,3,3,3,3,3,공정/생산 엔지니어
483,8523,화학제품 생산기 조작원,3,3,3,3,3,3,공정/생산 엔지니어
484,8524,고무 및 플라스틱제품 조립원,3,3,3,3,3,3,기타전문직
485,853,환경관련 장치 조작원,3,3,3,3,3,3,기타전문직
486,8531,상하수도 처리 장치 조작원,3,3,3,3,3,3,기타전문직
487,8532,재활용 처리 및 소각로 조작원,3,3,3,3,3,3,기타전문직
488,86,섬유·의복 생산직,3,3,3,3,3,3,공정/생산 엔지니어
489,861,섬유 제조·가공 기계 조작원,3,3,3,3,3,3,기계 엔지니어
490,8611,섬유 제조 기계 조작원,3,3,3,3,3,3,기계 엔지니어
491,8612,직조기 및 편직기 조작원,3,3,3,3,3,3,기타전문직
492,8613,표백 및 염색 관련 기계,3,3,3,3,3,3,기계 엔지니어
493,862,패턴사,3,3,3,3,3,3,기타전문직
494,8621,패턴사,3,3,3,3,3,3,기타전문직
495,8622,재단사,3,3,3,3,3,3,기타전문직
496,8623,재봉사,3,3,3,3,3,3,기타전문직
497,8629,기타 섬유 및 가죽 관련 기능,3,3,3,3,3,3,기타전문직
498,863,의복 제조원 및 수선원,3,3,3,3,3,3,제조·품질관리(QC/QA)
499,8631,한복 제조원,3,3,3,3,3,3,제조·품질관리(QC/QA)
500,8632,양장 및 양복 제조원,3,3,3,3,3,3,제조·품질관리(QC/QA)
501,8633,모피 및 가죽 의복 제조원,3,3,3,3,3,3,제조·품질관리(QC/QA)
502,8634,의복·가죽 및 모피 수선원,3,3,3,3,3,3,기타전문직
503,8639,기타 의복 제조 관련 기능,3,3,3,3,3,3,제조·품질관리(QC/QA)
504,864,제화원,3,3,3,3,3,3,기타전문직
505,8641,제화원,3,3,3,3,3,3,기타전문직
506,8642,신발 제조기 조작원,3,3,3,3,3,3,제조·품질관리(QC/QA)
507,8643,세탁 기계 조작원,3,3,3,3,3,3,기계 엔지니어
508,8649,기타 직물·신발 관련 기계,3,3,3,3,3,3,기계 엔지니어
509,87,식품 가공·생산직,3,3,3,3,3,3,공정/생산 엔지니어
510,871,제과·제빵원 및 떡제조원,3,3,3,3,3,3,제조·품질관리(QC/QA)
511,8711,제과원 및 제빵사,3,3,3,3,3,3,기타전문직
512,8712,떡 제조원,3,3,3,3,3,3,제조·품질관리(QC/QA)
513,872,식품 가공 기능원,3,3,3,3,3,3,기타전문직
514,8721,정육 가공원 및 도축원,3,3,3,3,3,3,기타전문직
515,8722,김치 및 밑반찬 제조 종사원,3,3,3,3,3,3,제조·품질관리(QC/QA)
516,8723,도시락 제조원,3,3,3,3,3,3,제조·품질관리(QC/QA)
517,8724,식품 및 담배 등급원,3,3,3,3,3,3,기타전문직
518,8729,기타 식품 가공 관련 기능,3,3,3,3,3,3,기타전문직
519,873,식품 가공 기계 조작원,3,3,3,3,3,3,기계 엔지니어
520,8731,육류·어패류 및 낙농품 가공,3,3,3,3,3,3,기타전문직
521,8732,제분 및 도정 관련 기계,3,3,3,3,3,3,기계 엔지니어
522,8733,곡물가공 제품 기계 조작원,3,3,3,3,3,3,기계 엔지니어
523,8734,과실 및 채소가공 관련 기계,3,3,3,3,3,3,기계 엔지니어
524,8735,음료 제조 관련 기계 조작원,3,3,3,3,3,3,기계 엔지니어
525,8739,기타 식품가공 관련 기계,3,3,3,3,3,3,기계 엔지니어
526,88,인쇄·목재·공예 및 기타,3,3,3,3,3,3,기타전문직
527,881,인쇄기계·사진현상기 조작원,3,3,3,3,3,3,기계 엔지니어
528,8811,인쇄 관련 기계 조작원,3,3,3,3,3,3,기계 엔지니어
529,8812,사진 인화 및 현상기 조작원,3,3,3,3,3,3,기타전문직
530,882,목재·펄프·종이 생산기계,3,3,3,3,3,3,기계 엔지니어
531,8821,목재 가공 관련 기계 조작원,3,3,3,3,3,3,기계 엔지니어
532,8822,펄프 및 종이 제조 장치,3,3,3,3,3,3,제조·품질관리(QC/QA)
533,8823,종이제품 생산기 조작원,3,3,3,3,3,3,공정/생산 엔지니어
534,8829,기타 목재 및 종이 관련 기계,3,3,3,3,3,3,기계 엔지니어
535,883,가구·목제품 제조·수리원,3,3,3,3,3,3,제조·품질관리(QC/QA)
536,8831,가구 제조 및 수리원,3,3,3,3,3,3,제조·품질관리(QC/QA)
537,8832,가구 조립원,3,3,3,3,3,3,기타전문직
538,8833,목제품 제조 관련 종사원,3,3,3,3,3,3,제조·품질관리(QC/QA)
539,884,공예원 및 귀금속세공원,3,3,3,3,3,3,기타전문직
540,8841,공예원,3,3,3,3,3,3,기타전문직
541,8842,귀금속 및 보석 세공원,3,3,3,3,3,3,기타전문직
542,885,악기·간판 및 기타 제조,3,3,3,3,3,3,제조·품질관리(QC/QA)
543,8851,악기 제조 및 조율사,3,3,3,3,3,3,제조·품질관리(QC/QA)
544,8852,간판 제작 및 설치원,3,3,3,3,3,3,기타전문직
545,8853,기타 기능 관련 종사원,3,3,3,3,3,3,기타전문직
546,8859,기타 기계 조작원,3,3,3,3,3,3,기계 엔지니어
547,89,제조 단순직,3,3,3,3,3,3,제조·품질관리(QC/QA)
548,890,제조 단순 종사자,3,3,3,3,3,3,제조·품질관리(QC/QA)
549,8900,기타 제조 관련 단순 종사원,3,3,3,3,3,3,제조·품질관리(QC/QA)
550,90,농림어업직,3,3,3,3,3,3,기타전문직
551,901,작물재배 종사자,3,3,3,3,3,3,기타전문직
552,9011,곡식작물 재배원,3,3,3,3,3,3,기타전문직
553,9012,채소 및 특용작물 재배원,3,3,3,3,3,3,기타전문직
554,9013,과수작물 재배원,3,3,3,3,3,3,기타전문직
555,9014,원예작물 재배원,3,3,3,3,3,3,기타전문직
556,9015,조경원,3,3,3,3,3,3,기타전문직
557,902,낙농·사육 종사자,3,3,3,3,3,3,기타전문직
558,9021,낙농 관련 종사원,3,3,3,3,3,3,기타전문직
559,9022,한우 및 육우 사육원,3,3,3,3,3,3,기타전문직
560,9023,돼지 사육원,3,3,3,3,3,3,기타전문직
561,9024,가금 사육원,3,3,3,3,3,3,기타전문직
562,9029,기타 축산 및 사육 관련,3,3,3,3,3,3,기타전문직
563,903,임업 종사자,3,3,3,3,3,3,기타전문직
564,9031,조림,3,3,3,3,3,3,기타전문직
565,9039,기타 임업 관련 종사원,3,3,3,3,3,3,기타전문직
566,904,어업 종사자,3,3,3,3,3,3,기타전문직
567,9041,양식원,3,3,3,3,3,3,기타전문직
568,9042,어부 및 해녀,3,3,3,3,3,3,기타전문직
569,905,농림어업 단순 종사자,3,3,3,3,3,3,기타전문직
570,9051,농업 관련 단순 종사원,3,3,3,3,3,3,기타전문직
571,9052,임업 관련 단순 종사원,3,3,3,3,3,3,기타전문직
572,9053,어업 관련 단순 종사원,3,3,3,3,3,3,기타전문직
